239,325,276,355
1210,265,1244,287
0,0,1359,799
3,2,716,799
90,2,548,513
574,558,870,652
812,343,1356,799
348,273,360,288
488,1,1358,513
19,2,716,573
812,503,1099,654
901,237,915,247
64,2,716,573
861,362,867,385
1167,273,1201,306
1134,4,1352,432
1179,304,1272,492
89,636,144,653
107,262,143,281
1127,0,1359,799
177,154,344,313
943,430,967,469
246,0,1221,377
488,1,1357,513
812,492,1356,703
773,378,804,425
426,416,1355,799
68,224,109,265
548,366,594,407
5,672,188,795
574,558,1355,799
1067,570,1085,584
921,522,991,535
1236,103,1246,246
488,61,1167,513
19,4,153,204
1,1,716,799
4,366,534,799
711,643,727,656
535,730,552,757
90,2,548,573
812,492,1356,672
925,116,953,133
209,166,227,179
440,731,460,748
783,499,795,514
609,653,632,664
488,61,1252,513
1296,3,1357,421
1318,414,1352,423
898,629,1355,799
840,128,1138,403
812,503,1096,654
488,61,1272,513
771,278,878,499
486,337,503,352
145,261,165,279
136,253,311,428
1,0,1359,799
14,36,44,47
1075,547,1356,655
723,612,746,624
6,86,47,122
1089,535,1203,584
1269,118,1301,165
653,373,669,386
1011,601,1030,613
938,286,999,392
1098,546,1355,620
5,614,272,690
1134,4,1340,432
0,0,1149,799
62,364,152,423
1222,343,1356,508
264,368,291,381
226,49,242,61
1,103,14,211
684,150,706,166
16,194,28,213
727,655,766,674
867,500,883,532
1040,416,1054,447
594,165,632,180
1075,187,1121,269
774,292,820,372
53,570,121,616
372,189,393,219
488,1,1272,513
348,353,364,363
685,747,701,762
494,313,564,373
1264,180,1266,266
916,268,957,347
380,329,410,353
1081,396,1152,474
1124,638,1355,703
1175,708,1354,773
442,199,489,236
797,632,865,655
862,291,1065,496
1120,690,1155,697
161,409,232,496
122,9,147,41
1170,755,1248,792
1,1,247,77
73,94,96,104
90,535,534,799
4,672,188,799
11,262,29,287
599,614,1355,799
812,492,1356,799
812,492,1356,655
849,317,878,357
37,332,56,354
270,631,342,666
69,313,85,331
437,324,716,482
220,337,250,362
353,395,371,411
4,526,303,653
4,313,534,799
488,245,535,321
468,683,580,731
1272,708,1333,712
324,153,333,176
887,506,919,538
5,535,534,799
711,161,726,190
6,2,716,573
478,416,971,659
119,328,235,411
674,787,687,799
1347,437,1357,497
1085,502,1356,587
217,223,250,239
599,614,1203,799
870,492,894,533
8,581,45,597
991,131,1095,211
1226,515,1351,584
33,522,511,627
506,670,522,685
163,559,174,571
299,225,313,237
413,416,1355,799
706,364,714,387
992,457,1016,503
845,217,964,355
1270,258,1319,300
488,61,1018,488
4,678,156,799
453,416,1355,799
138,535,534,799
1129,567,1174,612
156,271,211,317
605,634,628,655
106,556,226,595
589,525,792,592
1079,183,1167,470
753,465,768,480
918,579,1355,672
955,435,1075,513
789,42,803,56
460,406,468,433
11,419,32,463
478,316,491,337
488,61,1138,488
2,211,2,799
1157,393,1167,423
33,555,374,627
1125,412,1152,473
734,487,747,505
1335,237,1343,307
1345,80,1358,437
942,286,1046,390
262,408,277,424
70,570,112,600
844,504,852,522
606,528,678,530
1,211,1,799
1134,4,1268,321
169,153,195,174
289,547,461,611
794,501,842,533
1208,159,1235,216
945,764,961,789
399,444,409,459
148,303,181,329
607,537,672,543
1056,644,1152,662
1047,643,1354,721
935,541,973,556
327,0,1359,799
1274,139,1312,261
284,292,424,512
908,686,989,713
327,416,1355,799
263,225,287,250
189,625,268,656
812,343,1357,799
488,245,594,407
315,358,374,515
560,429,586,455
4,181,145,419
749,320,762,363
964,659,1126,725
108,110,129,141
4,366,305,551
4,657,189,799
69,697,99,709
90,2,716,573
482,544,516,556
853,568,1007,615
305,705,337,728
68,127,79,141
1140,724,1191,747
1038,516,1099,576
206,379,291,499
