1050,449,1073,465
1,0,1359,604
595,695,817,799
1,0,1359,799
152,561,170,566
555,572,612,581
906,191,941,206
117,2,163,49
2,89,411,799
0,0,1359,799
3,180,411,546
80,588,503,799
671,309,1123,536
113,544,182,550
1157,92,1175,107
769,390,800,414
2,0,1359,604
790,425,835,467
876,296,910,313
674,787,689,799
753,562,1359,645
2,51,546,799
646,570,1359,799
437,0,1359,604
340,422,557,568
846,546,965,553
1131,1,1358,533
3,180,411,588
460,583,1112,799
262,306,283,333
684,336,1004,536
1079,225,1125,337
1098,268,1157,326
641,583,941,743
2,51,411,799
278,706,371,778
1131,1,1358,531
71,68,84,92
17,584,43,597
1132,144,1226,292
671,309,1004,536
1297,53,1324,80
768,232,786,246
153,51,188,92
714,535,1117,558
1096,0,1359,595
166,0,1359,604
2,51,503,799
2,51,427,799
529,559,1131,799
1221,85,1233,96
2,2,116,64
86,239,99,254
1097,268,1157,326
1066,232,1087,245
1272,65,1282,89
165,0,1158,0
231,259,278,299
3,89,411,588
150,506,240,524
831,272,852,287
166,2,1116,461
1262,105,1345,206
3,635,60,799
269,547,382,579
700,593,1162,799
460,537,1358,799
1000,2,1300,340
595,684,817,799
830,480,859,510
0,0,165,799
277,640,297,657
85,558,546,789
2,2,443,429
1006,431,1119,534
3,234,43,273
180,426,224,460
1,200,1,799
713,535,1117,558
317,521,347,534
1005,550,1070,557
556,684,578,715
926,209,952,230
165,0,1158,1
1108,133,1134,156
653,404,665,426
1028,339,1067,369
1067,723,1127,745
684,336,926,536
220,659,415,799
967,197,996,227
1149,751,1233,775
19,271,42,292
67,103,77,128
92,181,102,200
884,458,914,488
676,759,727,781
855,388,872,404
460,543,1131,799
809,469,822,496
594,638,606,669
707,277,751,335
1223,2,1357,18
460,537,1249,799
46,391,169,469
460,537,1131,799
551,715,569,740
1213,38,1233,68
1026,3,1103,216
1306,77,1339,97
68,285,84,297
2,51,614,799
206,338,219,350
437,344,1356,604
536,537,603,563
263,702,282,725
612,684,647,729
1178,59,1211,80
198,690,216,707
702,582,796,622
110,225,135,259
376,412,398,424
295,292,328,331
1009,310,1018,338
1255,130,1280,144
259,570,614,799
734,721,748,742
1074,145,1182,247
5,643,133,799
503,647,548,723
221,449,280,489
1128,417,1177,559
842,289,859,313
273,340,294,351
225,361,234,380
700,593,1156,799
133,50,151,72
200,541,249,544
4,514,308,588
671,336,1004,536
2,51,533,799
238,580,296,589
667,518,699,529
1242,13,1273,31
853,166,885,187
729,252,766,288
1176,500,1186,512
37,712,54,728
290,330,320,350
884,371,1117,534
460,559,1131,799
75,656,98,670
486,719,507,739
713,541,785,551
31,412,51,429
92,278,106,306
207,428,221,440
494,514,532,552
183,528,257,538
641,719,662,734
614,736,664,799
866,756,897,778
460,584,700,776
974,774,989,787
151,3,1053,436
918,245,1054,366
38,769,58,780
1064,169,1092,220
844,251,933,325
460,584,817,799
395,419,533,445
1257,459,1281,470
452,725,479,746
56,195,66,213
874,403,891,416
735,587,1005,685
296,355,378,422
166,1,1114,1
738,507,766,523
1183,535,1269,549
478,741,490,759
977,344,1123,535
527,261,704,450
1139,268,1158,325
1097,268,1158,326
1289,7,1357,93
1150,422,1171,448
997,685,1228,756
1097,268,1116,325
4,442,355,561
334,471,383,537
823,233,847,253
1334,150,1350,159
63,576,88,594
798,491,815,509
307,444,335,473
594,739,613,757
921,726,1043,776
734,753,770,774
1262,495,1296,533
1202,237,1218,255
4,557,236,624
35,202,411,546
1327,56,1340,68
834,409,868,440
716,427,1359,629
110,200,127,221
1163,228,1357,512
191,150,211,191
1225,205,1246,215
153,669,177,688
147,202,411,495
641,626,1112,799
75,72,146,182
647,633,674,659
1160,440,1187,459
246,723,262,744
4,617,299,650
767,726,782,753
63,671,103,699
842,596,1359,799
1054,385,1072,395
912,340,934,368
163,395,189,426
775,592,1249,737
1075,57,1098,88
903,599,1358,734
589,682,607,709
2,258,25,799
1029,446,1048,468
570,680,587,694
1090,356,1120,434
1296,503,1339,533
230,364,266,394
1285,539,1357,567
1241,65,1263,79
183,731,213,755
811,186,1118,468
655,464,673,477
1155,710,1355,780
922,362,946,378
1348,496,1357,525
721,294,751,335
1005,673,1048,689
35,378,358,546
1285,451,1307,470
601,777,627,799
849,191,873,225
424,451,530,532
718,788,740,799
1088,348,1108,363
698,309,837,406
65,611,416,777
1323,94,1357,314
204,80,1053,436
9,591,427,625
1106,72,1130,86
579,658,592,678
151,3,1051,167
761,254,791,280
148,89,193,196
106,37,129,54
440,656,460,676
238,197,261,218
187,190,210,206
863,694,912,719
687,444,748,482
639,491,650,524
875,231,893,250
1311,443,1325,463
1343,449,1357,482
867,347,905,375
717,561,1359,671
458,453,469,474
136,705,170,736
3,514,32,634
595,671,618,682
974,707,1304,799
633,662,650,679
3,180,199,514
170,301,184,337
378,499,409,546
646,570,1219,787
418,514,486,566
460,583,941,799
840,534,979,536
785,266,832,320
671,407,732,458
868,484,1004,535
814,256,832,272
189,617,256,619
669,528,715,543
168,355,229,422
1131,785,1162,799
707,277,722,308
234,436,252,450
245,334,268,362
625,543,917,627
1,1,164,258
252,647,283,676
714,694,736,744
