186,329,1189,668
0,0,1359,799
1256,424,1270,459
4,444,123,520
910,443,930,469
1014,261,1062,303
964,758,1009,799
0,0,1359,455
290,238,389,408
1099,742,1139,755
4,557,353,642
834,503,1355,799
805,243,1009,455
1295,42,1326,85
834,203,1357,799
1,333,812,799
539,641,680,777
507,530,883,635
792,1,1356,455
356,0,922,410
977,665,1355,799
98,795,140,799
792,1,1358,455
177,550,294,581
4,16,280,576
226,147,244,161
710,481,819,523
263,2,321,23
888,691,922,703
947,726,967,758
397,321,445,393
663,481,819,523
869,466,899,501
1358,394,1358,799
1267,496,1315,526
922,2,1356,421
699,466,1189,664
810,163,825,177
184,164,264,398
306,728,327,743
1076,363,1202,432
2,339,2,799
184,605,257,622
306,518,325,540
1320,465,1341,471
1,1,47,22
419,744,445,759
1310,391,1357,464
185,69,206,106
990,77,1046,125
335,489,356,522
1076,627,1126,653
1210,30,1301,135
4,460,158,589
1015,221,1077,268
452,292,469,329
792,140,995,265
874,242,940,260
667,478,674,503
608,354,826,465
201,373,266,403
155,274,162,293
170,310,177,328
1228,35,1359,799
988,111,1015,197
4,539,594,642
0,0,584,446
954,156,999,244
1058,73,1112,104
310,113,331,128
551,398,835,526
623,756,681,799
395,504,406,532
1,333,482,743
933,371,1068,521
1261,389,1359,799
862,1,996,158
1098,176,1355,559
834,341,1356,799
1227,35,1359,799
1122,195,1215,272
123,447,145,467
100,142,138,277
1,339,2,799
4,376,594,642
234,354,1189,668
1119,418,1133,428
475,260,503,377
4,550,353,642
199,264,243,321
775,466,899,530
4,576,16,591
582,335,596,346
975,731,1000,747
1257,24,1275,42
1,333,944,799
1,333,869,799
345,229,365,246
133,66,157,217
753,543,767,555
469,465,488,500
663,512,767,520
91,583,133,593
976,27,1059,102
1017,579,1145,625
503,311,513,340
416,97,436,115
340,388,521,488
834,550,1355,799
1092,649,1130,668
1077,1,1335,113
351,387,361,402
829,171,842,187
775,480,891,530
348,189,376,203
274,509,305,535
713,777,796,799
855,503,1355,603
1110,425,1236,486
576,354,1189,664
200,732,231,746
702,517,751,528
1066,766,1085,782
1211,203,1245,354
826,208,843,217
987,692,1013,700
717,561,747,592
1227,98,1302,208
363,510,380,527
1018,302,1048,392
247,573,718,799
175,100,189,129
1305,542,1328,552
792,1,1046,265
234,529,736,668
622,443,657,502
748,669,779,681
274,741,302,757
162,144,195,199
209,95,228,132
1041,1,1174,77
1134,576,1162,585
978,636,1012,649
965,17,979,42
713,605,906,778
248,270,260,298
475,260,501,312
1240,341,1356,799
555,0,1359,455
1190,0,1308,109
489,309,503,377
0,338,2,799
699,513,1189,664
948,445,954,493
916,654,1176,696
0,0,1359,668
4,573,370,720
1152,627,1282,675
186,176,1355,668
1357,465,1357,799
497,791,516,799
984,20,998,36
1,1,243,365
1012,218,1075,256
285,132,367,207
572,574,634,595
501,210,522,222
576,357,1044,527
1328,446,1340,455
302,285,432,406
389,775,413,788
120,90,135,116
380,272,397,283
584,338,611,365
241,708,264,728
241,758,268,773
826,373,860,386
1077,267,1224,409
234,329,1189,668
926,479,937,496
225,35,278,112
1009,126,1039,210
1070,71,1185,134
914,476,921,498
389,391,425,421
1033,133,1078,160
688,467,707,478
202,600,261,611
427,453,442,474
1,333,812,743
859,74,884,88
81,534,104,554
310,72,331,93
64,140,82,155
191,573,360,599
1288,443,1323,458
1107,563,1128,578
474,311,490,403
690,702,807,753
204,328,263,400
4,376,812,642
1,339,1,799
523,318,569,380
355,747,379,765
1252,190,1265,200
1002,6,1025,38
186,372,271,557
166,225,183,298
555,0,1359,452
1021,300,1087,389
927,696,944,718
839,310,869,347
576,357,1189,664
674,695,697,705
863,12,882,46
1096,444,1134,469
270,591,329,606
792,1,1046,455
108,364,132,379
148,223,158,248
393,469,410,486
1218,29,1302,117
172,12,214,64
786,258,801,270
834,550,1176,704
721,628,753,634
1003,576,1355,768
1050,117,1187,183
1216,461,1229,478
1249,6,1270,25
206,539,594,614
792,1,996,265
131,293,160,348
531,598,869,782
1032,569,1355,700
939,674,1278,794
631,723,944,799
894,620,927,641
70,203,84,219
1021,365,1082,434
14,389,33,400
618,719,639,730
323,459,812,579
305,249,332,262
1030,232,1121,302
1030,195,1215,302
294,119,615,435
1074,76,1188,137
560,674,727,799
11,251,280,576
1357,394,1358,799
592,471,625,505
0,338,0,799
341,2,354,17
4,460,594,642
210,114,255,152
222,226,257,279
1184,580,1212,588
95,303,116,321
249,138,288,360
25,94,42,105
253,85,319,135
383,754,401,767
1057,476,1083,491
578,395,596,412
1037,358,1075,417
4,596,370,720
1024,380,1253,560
795,609,842,633
1013,134,1163,266
551,475,571,489
712,424,736,439
152,61,184,141
4,786,79,799
834,203,1356,799
493,600,568,643
1114,684,1251,724
88,487,115,528
1264,1,1358,120
869,567,926,590
498,342,525,409
521,254,540,293
942,255,1007,374
266,329,582,548
692,757,793,784
163,362,182,396
