0,0,1359,799
723,322,1089,553
4,610,585,799
0,0,1356,276
4,28,16,42
3,3,1356,262
3,460,1355,724
1243,333,1261,343
1003,120,1049,129
0,0,1356,262
663,118,1357,553
282,123,483,181
1024,311,1072,352
994,409,1003,424
4,614,402,684
723,322,1177,553
1357,1,1359,799
1274,199,1297,211
499,310,538,319
936,81,1218,129
653,589,673,602
4,637,478,747
1182,525,1195,535
1041,3,1356,69
177,595,338,606
3,614,402,799
663,118,1357,799
1175,247,1213,301
610,387,627,403
994,421,1177,534
824,472,839,491
409,586,439,611
52,302,82,318
368,3,379,17
352,211,376,224
4,589,586,688
523,98,1357,799
523,118,1357,799
4,300,778,605
1125,360,1153,392
523,417,545,427
788,620,1355,697
710,580,1355,673
3,507,601,688
1104,389,1126,415
4,610,1355,799
1206,263,1242,308
995,303,1008,345
256,684,520,799
52,500,87,531
435,509,659,524
1357,1,1358,799
235,89,285,113
444,587,473,607
712,182,781,223
800,247,1009,325
229,456,242,473
729,148,944,216
829,178,845,193
0,0,1356,286
4,230,991,605
351,292,412,307
1339,717,1356,799
939,322,1089,501
785,674,860,715
1130,401,1142,415
3,162,62,199
3,507,1025,724
242,610,328,629
94,734,127,747
279,421,366,480
286,705,325,718
1042,576,1083,596
4,507,245,614
1172,432,1355,518
4,656,418,749
92,559,105,570
789,350,811,359
88,466,104,478
315,3,349,31
556,179,759,276
1253,364,1289,400
18,546,44,559
3,98,1357,799
710,580,1355,697
2,321,2,799
725,98,1356,293
275,398,307,411
1306,371,1322,384
484,372,512,382
1359,245,1359,799
4,300,415,605
3,614,460,799
1142,330,1154,347
4,300,415,513
968,402,994,416
3,320,12,507
742,211,1031,293
723,210,1356,553
710,580,1355,638
542,96,651,128
58,480,81,503
42,201,123,215
720,513,734,537
1281,118,1357,336
87,92,112,121
0,0,144,70
1023,645,1082,648
761,607,1355,673
4,500,338,614
4,241,302,299
1065,470,1073,484
848,483,861,524
1322,387,1357,799
164,328,778,517
663,269,1052,517
1025,404,1056,442
207,425,274,473
1156,347,1170,384
1060,252,1072,283
219,468,252,535
1245,104,1272,134
1274,252,1306,284
135,405,160,440
123,238,401,286
1269,10,1287,27
243,399,272,411
723,118,1357,553
1064,439,1081,451
1072,253,1104,314
1305,133,1338,183
434,661,504,695
1342,315,1357,409
326,631,356,635
244,467,402,598
558,3,592,21
4,629,460,725
612,137,662,154
519,613,601,689
653,250,671,268
4,440,266,605
1028,210,1356,435
31,403,55,434
131,453,200,536
1099,318,1114,347
523,220,819,305
454,223,482,228
1236,271,1257,309
1294,670,1341,673
1196,662,1283,669
168,3,297,17
4,300,415,555
304,728,357,751
1049,295,1069,312
2,2,1357,320
1214,349,1239,383
337,614,1355,799
723,322,1355,553
4,300,751,605
365,488,376,503
992,612,1071,627
682,588,712,602
413,460,1355,616
143,443,153,470
1,3,1,799
993,379,1005,402
458,564,1025,724
723,448,867,553
821,3,933,6
817,390,993,551
4,230,991,457
562,590,583,598
3,3,191,143
1080,356,1355,491
184,503,220,533
278,533,299,557
3,624,25,799
960,432,1017,524
369,457,442,527
860,439,934,544
3,230,991,605
780,521,796,540
4,500,245,614
790,592,846,603
16,316,38,344
356,165,700,276
4,427,78,504
351,183,412,197
3,610,460,799
645,3,685,19
333,107,429,118
723,390,993,553
1250,282,1281,315
221,430,387,555
1225,226,1252,257
406,3,549,28
1117,317,1133,336
852,668,896,681
3,507,601,629
663,118,1357,723
439,40,551,59
376,472,751,558
1223,381,1237,393
681,139,711,158
718,635,742,648
1066,351,1074,375
1,3,2,799
3,610,478,799
387,518,423,553
360,699,430,727
797,432,1356,723
1135,275,1173,336
