1223,759,1287,764
0,0,1359,799
1263,245,1292,335
1228,257,1233,344
867,580,881,649
1249,710,1355,713
754,2,1356,799
88,379,339,670
320,2,376,20
246,583,880,718
0,0,1201,757
0,0,558,744
0,0,1356,799
102,300,118,357
0,0,558,672
4,11,558,651
754,72,1356,709
754,467,802,552
844,702,1072,777
515,683,546,690
538,794,618,799
941,483,988,637
0,143,5,799
23,291,43,354
310,605,337,613
1139,337,1255,427
551,522,587,590
1208,5,1355,195
539,367,546,523
519,629,526,643
1357,3,1358,799
528,607,547,623
862,3,872,44
1145,350,1355,698
0,0,308,320
645,788,727,799
760,688,790,693
232,510,239,527
1152,330,1222,349
203,426,213,490
4,2,1356,799
1013,425,1323,666
754,350,1355,709
310,583,650,692
1280,2,1357,398
499,553,511,568
0,0,875,757
0,144,0,799
1053,3,1201,104
72,289,164,371
929,151,951,334
970,446,1041,669
1209,94,1356,254
219,435,224,490
0,0,420,371
0,0,1051,757
1231,241,1355,420
1260,499,1309,522
16,453,36,540
556,686,586,691
1054,358,1310,480
547,370,547,516
613,368,802,577
65,384,85,457
0,0,558,757
10,769,91,779
754,2,1356,709
1209,552,1250,662
262,7,312,64
700,2,1356,799
822,408,1323,666
0,0,558,670
0,0,11,13
267,449,269,504
471,770,540,777
216,0,823,586
1210,133,1213,228
744,742,846,780
1067,542,1090,621
655,553,674,570
50,555,92,653
754,241,1355,709
1283,432,1345,526
792,1,824,197
866,351,1075,477
832,766,906,780
1359,3,1359,799
0,0,802,757
1150,463,1162,476
309,276,342,473
953,274,954,396
1318,256,1333,315
754,5,1356,709
0,144,1,799
988,705,1355,799
824,2,1279,84
601,702,638,706
878,512,947,605
0,0,749,757
398,494,431,574
0,143,3,799
754,102,1355,709
822,416,1323,666
92,701,130,706
754,506,1355,709
311,198,323,343
700,375,844,618
5,156,27,225
896,3,1051,217
149,488,199,563
550,371,550,492
823,0,1359,2
678,686,710,693
262,384,266,435
754,80,1356,709
1158,260,1204,335
111,792,198,799
825,1,1359,799
233,440,235,493
982,149,1030,387
866,533,974,674
1033,473,1038,568
1079,153,1124,216
206,381,213,415
141,401,144,467
97,215,136,306
994,125,998,184
3,350,17,549
134,403,139,463
539,367,547,523
803,476,900,653
4,386,291,598
960,407,970,426
1247,432,1303,477
1294,80,1355,187
208,675,292,687
3,662,38,799
932,702,1279,795
196,764,271,777
1093,95,1219,342
822,416,1119,534
358,611,467,641
185,691,266,706
1123,247,1287,348
170,418,173,478
351,548,507,672
186,421,200,488
988,3,1046,101
855,790,938,799
1,143,3,348
93,710,361,757
1095,571,1122,594
1076,665,1130,691
246,589,880,718
46,701,84,707
1062,102,1149,435
247,381,253,433
317,633,337,645
699,700,786,718
2,146,22,352
1357,3,1359,799
895,169,914,395
68,285,75,358
824,166,844,310
2,143,300,348
1010,363,1023,438
471,601,521,629
747,771,809,774
874,209,887,325
66,466,162,556
1357,399,1357,799
213,1,265,14
172,383,181,403
937,564,943,598
690,546,698,562
105,768,181,779
859,281,871,316
832,408,875,497
1166,432,1243,530
1128,72,1207,202
754,3,1356,709
938,110,1006,446
15,385,37,445
4,650,1237,799
0,0,558,651
842,719,860,736
169,414,180,483
1280,2,1359,799
254,380,269,437
246,611,276,629
1273,3,1283,77
541,797,615,799
180,571,203,598
1098,696,1331,702
1280,3,1355,86
315,615,326,630
253,306,269,367
3,550,48,662
1080,125,1117,147
895,628,909,664
988,705,1355,760
739,589,809,619
0,0,587,757
502,701,541,710
183,11,408,585
745,786,835,799
754,614,1355,709
822,408,1323,702
552,702,589,706
1121,93,1137,254
150,490,154,536
0,0,1130,757
1172,743,1355,799
423,436,428,459
203,504,208,529
803,125,952,514
40,385,63,452
273,352,558,651
420,423,512,545
131,486,143,529
80,559,142,599
829,327,851,419
1206,106,1207,160
793,702,835,709
1251,526,1309,542
377,740,720,799
844,194,848,232
4,146,298,467
875,448,1006,628
1123,3,1131,67
20,454,39,512
530,628,547,642
137,699,177,706
23,264,60,372
218,431,227,492
998,68,1130,410
355,348,369,427
955,784,1053,799
4,551,291,702
1110,487,1124,503
183,11,558,651
188,424,194,482
562,767,633,777
200,498,210,531
1214,181,1217,249
1358,3,1358,799
0,143,300,799
1201,3,1276,132
434,507,451,530
314,0,821,547
33,173,98,285
399,422,430,495
1250,546,1314,595
323,236,521,509
169,495,176,532
1189,487,1323,662
2,349,5,799
794,4,875,456
112,643,401,744
1305,239,1356,799
754,94,1356,709
720,688,750,692
430,793,512,799
286,521,293,571
763,651,819,686
598,750,623,765
825,1,1356,1
534,712,638,738
152,412,162,475
1227,89,1271,94
1234,254,1282,328
506,359,526,364
1097,612,1114,620
830,3,909,214
925,19,959,136
214,792,300,799
322,789,404,799
838,647,880,661
688,605,735,622
194,498,198,532
482,630,684,715
1039,109,1082,402
176,655,200,661
792,1,1359,799
0,0,909,757
574,357,590,363
1082,513,1099,529
1013,425,1264,666
130,230,155,315
596,686,627,691
1288,3,1356,237
648,796,722,799
1148,584,1175,619
534,541,547,595
99,567,248,652
1100,525,1113,541
412,746,505,767
246,606,880,718
377,770,447,779
1041,506,1348,696
0,143,38,799
382,1,419,8
1203,516,1246,534
655,769,722,777
1134,668,1281,693
1,349,1,799
7,793,94,799
1030,605,1072,702
219,391,228,423
286,768,358,779
248,446,253,499
551,463,749,638
1206,561,1245,606
